name,pokedex_number,hp,attack,defense,speed,gen_introduced,is_default,normal_attack_effectiveness,fire_attack_effectiveness,water_attack_effectiveness,electric_attack_effectiveness,grass_attack_effectiveness,ice_attack_effectiveness,fighting_attack_effectiveness,poison_attack_effectiveness,ground_attack_effectiveness,flying_attack_effectiveness,psychic_attack_effectiveness,bug_attack_effectiveness,rock_attack_effectiveness,ghost_attack_effectiveness,dragon_attack_effectiveness,dark_attack_effectiveness,steel_attack_effectiveness,fairy_attack_effectiveness,pokemon_class,primary_type,original_hp
Kricketune,402,77,85,51,65,4,True,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,Normal,Bug,77
Shinx,403,45,65,34,45,4,True,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Normal,Electric,45
Luxio,404,60,85,49,60,4,True,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Normal,Electric,60
Luxray,405,80,120,79,70,4,True,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Normal,Electric,80
Budew,406,40,30,35,55,4,True,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,Normal,Grass,40
Roserade,407,60,70,65,90,4,True,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,Normal,Grass,60
Cranidos,408,67,125,40,58,4,True,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,Normal,Rock,67
Rampardos,409,97,165,60,58,4,True,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,Normal,Rock,97
Shieldon,410,30,42,118,30,4,True,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,Normal,Rock,30
Bastiodon,411,60,52,168,30,4,True,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,Normal,Rock,60
Burmy,412,40,29,45,36,4,True,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,Normal,Bug,40
Wormadam Plant,413,60,59,85,36,4,True,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,Normal,Bug,60
Mothim,414,70,94,50,66,4,True,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,Normal,Bug,70
Combee,415,30,30,42,70,4,True,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,Normal,Bug,30
Vespiquen,416,70,80,102,40,4,True,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,Normal,Bug,70
Pachirisu,417,60,45,70,95,4,True,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Normal,Electric,60
Buizel,418,55,65,35,85,4,True,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Normal,Water,55
Floatzel,419,85,105,55,115,4,True,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Normal,Water,85
Cherubi,420,45,35,45,35,4,True,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Normal,Grass,45
Cherrim,421,70,60,70,85,4,True,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Normal,Grass,70
Shellos,422,76,48,48,34,4,True,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Normal,Water,76
Gastrodon,423,111,83,68,39,4,True,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,Normal,Water,111
Ambipom,424,75,100,66,115,4,True,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Normal,Normal,75
Drifloon,425,90,50,34,70,4,True,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0,Normal,Ghost,90
Drifblim,426,150,80,44,80,4,True,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0,Normal,Ghost,150
Buneary,427,55,66,44,85,4,True,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Normal,Normal,55
Lopunny,428,65,76,84,105,4,True,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Normal,Normal,65
Mismagius,429,60,60,60,105,4,True,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,Normal,Ghost,60
Honchkrow,430,100,125,52,71,4,True,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,Normal,Dark,100
Glameow,431,49,55,42,85,4,True,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Normal,Normal,49
Purugly,432,71,82,64,112,4,True,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Normal,Normal,71
Chingling,433,45,30,50,45,4,True,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,Normal,Psychic,45
Stunky,434,63,63,47,74,4,True,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,Normal,Poison,63
Skuntank,435,103,93,67,84,4,True,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,Normal,Poison,103
Bronzor,436,57,24,86,23,4,True,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,Normal,Steel,57
Bronzong,437,67,89,116,33,4,True,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,Normal,Steel,67
Bonsly,438,50,80,95,10,4,True,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,Normal,Rock,50
Mime Jr,439,20,25,45,60,4,True,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,Normal,Psychic,20
Happiny,440,100,5,5,30,4,True,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Normal,Normal,100
Chatot,441,76,65,45,91,4,True,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,Normal,Normal,76
Spiritomb,442,50,92,108,35,4,True,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Normal,Ghost,50
Gible,443,58,70,45,42,4,True,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,Normal,Dragon,58
Gabite,444,68,90,65,82,4,True,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,Normal,Dragon,68
Garchomp,445,108,130,95,102,4,True,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,Normal,Dragon,108
Munchlax,446,135,85,40,5,4,True,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Normal,Normal,135
Riolu,447,40,70,40,60,4,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,Normal,Fighting,40
Lucario,448,70,110,70,90,4,True,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0,Normal,Fighting,70
Hippopotas,449,68,72,78,32,4,True,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Normal,Ground,68
Hippowdon,450,108,112,118,47,4,True,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Normal,Ground,108
Skorupi,451,40,50,90,65,4,True,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,Normal,Poison,40
Drapion,452,70,90,110,95,4,True,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,Normal,Poison,70
Croagunk,453,48,61,40,50,4,True,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0,Normal,Poison,48
Toxicroak,454,83,106,65,85,4,True,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0,Normal,Poison,83
Carnivine,455,74,100,72,46,4,True,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Normal,Grass,74
Finneon,456,49,49,56,66,4,True,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Normal,Water,49
Lumineon,457,69,69,76,91,4,True,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Normal,Water,69
Mantyke,458,45,20,50,50,4,True,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,Normal,Water,45
Snover,459,60,62,50,40,4,True,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,Normal,Grass,60
Abomasnow,460,90,92,75,60,4,True,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,Normal,Grass,90
Weavile,461,70,120,65,125,4,True,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0,Normal,Dark,70
Magnezone,462,70,70,115,60,4,True,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,Normal,Electric,70
Lickilicky,463,110,85,95,50,4,True,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Normal,Normal,110
Rhyperior,464,115,140,130,40,4,True,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,Normal,Ground,115
Tangrowth,465,100,100,125,50,4,True,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Normal,Grass,100
Electivire,466,75,123,67,95,4,True,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Normal,Electric,75
Magmortar,467,75,95,67,83,4,True,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,Normal,Fire,75
Togekiss,468,85,50,95,80,4,True,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0,Normal,Fairy,85
Yanmega,469,86,76,86,95,4,True,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,Normal,Bug,86
Leafeon,470,65,110,130,95,4,True,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Normal,Grass,65
Glaceon,471,65,60,110,65,4,True,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,Normal,Ice,65
Gliscor,472,75,95,125,95,4,True,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,Normal,Ground,75
Mamoswine,473,110,130,80,80,4,True,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,Normal,Ice,110
Porygon Z,474,85,80,70,90,4,True,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Normal,Normal,85
Gallade,475,68,125,65,80,4,True,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,Normal,Psychic,68
Probopass,476,60,55,145,40,4,True,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,Normal,Rock,60
Dusknoir,477,45,100,135,45,4,True,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,Normal,Ghost,45
Froslass,478,70,80,70,110,4,True,0.0,2.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,1.0,2.0,2.0,1.0,Normal,Ice,70
Rotom,479,50,50,77,91,4,True,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0,Normal,Electric,50
Uxie,480,75,75,130,95,4,True,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,Legendary,Psychic,75
Mesprit,481,80,105,105,80,4,True,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,Legendary,Psychic,80
Azelf,482,75,125,70,115,4,True,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,Legendary,Psychic,75
Dialga,483,100,120,120,90,4,True,0.5,1.0,0.5,0.5,0.25,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,Legendary,Steel,100
Palkia,484,90,120,100,100,4,True,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,Legendary,Water,90
Heatran,485,91,90,106,77,4,True,0.5,1.0,2.0,1.0,0.25,0.25,2.0,0.0,4.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.25,0.25,Legendary,Fire,91
Regigigas,486,110,160,110,100,4,True,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Legendary,Normal,110
Giratina Altered,487,150,100,120,90,4,True,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0,Legendary,Ghost,150
Cresselia,488,120,70,120,85,4,True,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,Legendary,Psychic,120
Phione,489,80,80,80,80,4,True,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Mythical,Water,80
Manaphy,490,100,100,100,100,4,True,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Mythical,Water,100
Darkrai,491,70,90,90,125,4,True,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,Mythical,Dark,70
Shaymin Land,492,100,100,100,100,4,True,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Mythical,Grass,100
Arceus,493,120,120,120,120,4,True,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Mythical,Normal,120
Victini,494,100,100,100,100,5,True,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,Mythical,Psychic,100
Snivy,495,45,45,55,63,5,True,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Normal,Grass,45
Servine,496,60,60,75,83,5,True,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Normal,Grass,60
Serperior,497,75,75,95,113,5,True,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Normal,Grass,75
Tepig,498,65,63,45,45,5,True,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,Normal,Fire,65
Pignite,499,90,93,55,55,5,True,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,Normal,Fire,90
Emboar,500,110,123,65,65,5,True,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,Normal,Fire,110
Oshawott,501,55,55,45,45,5,True,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Normal,Water,55
Dewott,502,75,75,60,60,5,True,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Normal,Water,75
Samurott,503,95,100,85,70,5,True,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Normal,Water,95
Patrat,504,45,55,39,42,5,True,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Normal,Normal,45
Watchog,505,60,85,69,77,5,True,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Normal,Normal,60
Lillipup,506,45,60,45,55,5,True,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Normal,Normal,45
Herdier,507,65,80,65,60,5,True,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Normal,Normal,65
Stoutland,508,85,110,90,80,5,True,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Normal,Normal,85
Purrloin,509,41,50,37,66,5,True,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,Normal,Dark,41
Liepard,510,64,88,50,106,5,True,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,Normal,Dark,64
Pansage,511,50,53,48,64,5,True,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Normal,Grass,50
Simisage,512,75,98,63,101,5,True,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Normal,Grass,75
Pansear,513,50,53,48,64,5,True,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,Normal,Fire,50
Simisear,514,75,98,63,101,5,True,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,Normal,Fire,75
Panpour,515,50,53,48,64,5,True,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Normal,Water,50
Simipour,516,75,98,63,101,5,True,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Normal,Water,75
Munna,517,76,25,45,24,5,True,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,Normal,Psychic,76
Musharna,518,116,55,85,29,5,True,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,Normal,Psychic,116
Pidove,519,50,55,50,43,5,True,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,Normal,Normal,50
Tranquill,520,62,77,62,65,5,True,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,Normal,Normal,62
Unfezant,521,80,115,80,93,5,True,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,Normal,Normal,80
Blitzle,522,45,60,32,76,5,True,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Normal,Electric,45
Zebstrika,523,75,100,63,116,5,True,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Normal,Electric,75
Roggenrola,524,55,75,85,15,5,True,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,Normal,Rock,55
Boldore,525,70,105,105,20,5,True,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,Normal,Rock,70
Gigalith,526,85,135,130,25,5,True,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,Normal,Rock,85
Woobat,527,65,45,43,72,5,True,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,Normal,Psychic,65
Swoobat,528,67,57,55,114,5,True,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,Normal,Psychic,67
Drilbur,529,60,85,40,68,5,True,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Normal,Ground,60
Excadrill,530,110,135,60,88,5,True,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,Normal,Ground,110
Audino,531,103,60,86,50,5,True,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,Normal,Normal,103
Timburr,532,75,80,55,35,5,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,Normal,Fighting,75
Gurdurr,533,85,105,85,40,5,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,Normal,Fighting,85
Conkeldurr,534,105,140,95,45,5,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,Normal,Fighting,105
Tympole,535,50,50,40,64,5,True,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Normal,Water,50
